review/summary,num_letters
good,4
hot pink protector case,20
great littl cover,15
great idea,9
motorola razr purchas,19
hot pink magenta proguard cover snap case motorola razr,47
magenta snap razr case,19
magenta razr cover,16
love,4
bad,3
snap cover doe fit belt clip holster,30
great design kinda last long time,28
product work ok,13
motorola q fit leather case,23
drop phone whenev got car,21
exact want,9
fragil,6
great cell clip,13
noth el isnt around,16
work great super price,19
horribl compani,14
feel like toy,11
aw plastic,9
cheap,5
onli one problem,14
transluc clear case,17
broke within week use,18
fit treo perfect,14
flimsi,6
wrong phone charger,17
doe work,7
cheap buy,8
samsung sgh usb data cabl,21
ok guess,7
wast money,9
fit bill loo phone,15
doe work well origin charger,24
cel phone holder,14
cell phone holster,16
cell phone holster,16
get pay,6
excel servic valu,15
good product,11
wrong charger sent,16
averag best,10
veri,4
excel case,9
bad qualiti batteri,17
wast money,9
great protector feel weird,23
good product,11
stiff appli work air bubbl corner flap,32
great qualiti,12
excel screen protector,20
good qualiti use extend life batteri,31
phone pouch,10
skeptic,7
batteri comment,14
new life,7
oem phone batteri way go,20
motorola l slvr,13
satisfi initi problem phone gsm spec,31
extrem well built,15
great deal,9
cellet cell case,14
work sore point,13
zero star possibl,15
sweet,5
realli good perfect realli good,27
great case,9
review,6
must lightweight mp player,23
shock absorb player,17
nice,4
great protect,12
triumph form fashion,18
awesom protect,13
must,4
awesom,6
veri tough,9
veri rug,7
great product,12
nice case,8
excel protect,12
good case,8
perfect case,11
speck product toughskin case sansa e,31
expens dirti two second overal k,27
better thought,13
silicon skin faaaaaaaaantast,26
great case minor flaw,18
great protect,12
uniqu rug,8
concern case,11
tough tender,11
good case,8
fantast,7
sansa tough skin,14
tough,5
doe work well sunglass,19
beat everyth el,13
great cover one shortcom,21
pretti cool,10
nice product,11
expens best case player,20
secur protect stylish good look,27
best sansa e skin avail,19
veri good choic,13
good buy,7
tempt run sansa truck becaus think could take,38
buy want use belt clip,18
leav home without,15
veri good case,12
great case good feel lot impact protect,33
aw belt clip extrem bulki,21
great skin,9
speck toughskin rock,18
great physic protect slipperi littl player,37
tough,5
best protect,11
buy,3
safe drive,9
last long,8
wireless emporium fals advertis motorola h,37
good small headset,16
meet expect,10
point,5
good deal,8
motorola h headset good deal,24
static static static motorola h,27
great perfect,12
great littl headset,17
motorola h headset,16
packag weird,11
love headset,11
quit,4
nice headset best,15
h,1
great earpiec,12
big dissapoint,13
easi use headset,14
bombast,7
nice garbag liter,15
great headset poor technolog,25
work well,8
best one yet,10
motorola earpiec,15
h bomb,5
motorola h headset,16
final one work like suppos,22
suck,4
headset fake,11
unhappi camper,13
first bluetooth disast,20
impress amazon product,20
simpli bad,9
know,4
return,6
good headphon,12
great product,12
good littl disapoint,18
realli good,10
motorola h bluetooth headset,25
keesha,6
high recommend,13
nice bluetooth headset,20
best ever,8
much better,10
good headset,11
motorola h bluetooth,18
veri satisfi product,18
motorola h bluetooth headset retail packag,37
one best,7
h great headset,13
favorit headset thus far,21
veri nice headset,15
veri impress bluetooth headset,27
great featur unless want clear convers,33
great buy,8
good,4
good,4
motorola h bluetooth,18
h bluetooth,10
work well,8
suboptim nois reduct,18
expect,6
excel bluetooth devic,19
never reciev item call custom servic still got respons,46
twue wuv,7
hand best mile,12
great motorola v,14
excel product,12
great headset,12
wow,3
improv overal good perform,23
excel headset work blackberri blackjack,35
great littl accessori,19
perfect headset perfect oper,25
h bluetooth earset,16
lightweight great sound qualiti,28
motorola h bluetooth headset,25
best blue tooth devic yet,21
excel purchas,12
moto h bluetooth headset,21
quit function,12
doesnt last long,14
excel,5
blue tooth,9
good headset,11
use mac,6
lousi custom servic,17
arriv doa,8
razor friend palm enemi,20
slick design horribl rang,22
charger work,11
garbag,6
best wirless headset ever,22
buyer bewar h run way,17
careful,7
veri dissappoint,15
poor audio qualiti,16
hard work,8
style without substanc,20
differ whi review far apart,23
bewar counterfeit,16
worth hype,9
blurtooth,9
underwhelm,10
great car better h,15
extrem disappoint,16
say good bad,10
static pair problem,17
disappoint,10
great bluetooth,14
poor recept treo,14
veri good headset,15
great sound qualiti samsung blade,29
clariti could better otherwis great,31
top notch,8
great poor qualiti,16
buyer bewar,10
bad bluetooth,12
chang life,9
happi veri careful fake cheap h h,27
pain connect blackberri final,26
fit,3
still unsur headset,17
excel product,12
cheap effect,11
one best,7
excel product,12
good bluetooth headset,20
love h,5
eh,2
plea,4
bought gift,10
terribl perform static hear parti,29
motorola h bluetooth headset,25
need work,8
super small much static,20
motorola h,9
static nois otherwis great headset,30
motorola h bluetooth headset,25
document,8
small light easi use,17
great product use,15
great item,9
problem h,8
work great,9
wast money,9
disappoint voic qualiti,21
like motorola product,19
poor mic,7
whatev realli work,16
h headset,8
handi littl gadget,16
veri light ear confort,19
well plea motorola h bluetooth headset,33
power,5
veri disappoint,14
poor voic qualiti end,18
ok,2
pro con,6
cheap piec,9
thing work great,14
almost seamless oper,18
best bt headset ever wow,20
glitch decent work,16
static,6
motorola h bluetooth headset,25
ok,2
product work veri good arriv veri good time,36
poor recept,10
expect dissapoint,16
expect,6
ok need improv,12
motorola h bluetooth headset,25
veri good perfect,15
great,5
bluetooth great,14
motorola h bluetooth headset,25
averag better,12
impress,7
great clariti good size,20
excel qualiti price,17
activ even close,14
summer,6
must skinni face,14
look matter,10
good perform poor durabl,21
motorola h bluetooth headset,25
rang much static,14
look amaz work horribl,19
look cool work teribl,18
worst bluetooth headset ever,25
motorola h,9
tri someth el,11
look amaz work horribl,19
clear sound overal good product,27
pair good samsung blackjack,24
h bluetooth,10
excel,5
h good overal,11
much better jabra headset,22
technolog ok,11
nowher near good descript,22
headset,7
good product,11
good headset,11
good price abov averag perform,26
easi pair great sound,18
nice look function poor sound,25
motorola bluetooth,17
excel sound qualiti,17
motorola h,9
great headset,12
small power,10
veri easi set use good voic qualiti,29
would use paid,12
would stay away,13
blue tooth,9
great headset,12
funni fit fuzzi sound,18
worth money,10
excel product,12
work well poor qualiti control,26
best mini headset,15
great product,12
comfort would like overal veri good product,37
veri unhappi,11
motorola product rang short,24
good ambient nois,15
great devic overal,16
good tight ear,12
motorola h,9
decent headset price,18
doe work car otherwis great,23
good person call hear,18
great headset,12
excel headset,12
great bt headset,14
awesom,6
best blue tooth headset treo,24
pretti good short rang,19
h pretti good,11
nice item work great,17
much function intuit still echo,27
work advertis,12
love,4
perform expect,13
bluetooth headset,16
motorola h good buy,16
muffl,5
overal good sometim flakey,23
want like,8
h bluetooth headset,17
great product,12
wonder product,13
motorola h bluetooth headset,25
motorola headset,15
batteri problem,14
great product,12
great conveni,12
best headset ive use,17
motorola blue tooth,17
best bluetooth earpiec ever,24
h bluetooth headset,17
veri handi reliabl tini headset,27
great except static,17
lifespan good mo lt ave voic qualiti,30
bt headset,9
satisfi,7
fantast sound qualiti fit could better,33
still awesom,11
reason price reliabl work great,27
motorola bluetooth headset,24
awesom,6
blue tooth,9
worst,5
great concept poor execut,22
motorola h bluetooth headset,25
go plantron,10
amend rd one work,14
junk,4
make sure new,11
razr mobil read,13
look good paper,13
first bt real po,13
good perform,11
great headset,12
bewar may counterfeit return grey market,35
nice light headset,16
h best bt headset moto,18
well made lightweight relat clear sound qualiti,41
light weight good sound loo fit,26
great headset tri em well almost,27
great product,12
great product,12
met expect,9
motorola h bluetooth headset,25
great product,12
h blue tooth,10
great headset,12
final one work decent,18
great price product,17
light cute,9
veri plea motorola h,17
awesom headset,13
head phone rock,13
newish bluetooth user read mani conflict review may help read,52
nice small packag good featur le perfect perform,41
fake motorola headset,19
h bluetooth headset love hate,25
great headset,12
motorola h headset,16
star much better h still need improv,30
great microphon sound qualiti muffl,31
veri good product bewar knock,25
great headset,12
great bargain,12
motorola h bluetooth headset,25
good,4
great purchas,12
lightweight comfort minor issu,27
bluetooth,9
love headset,11
horribl,7
good interfac disappoint sound qualiti,34
like begin love,13
like,4
nice littl headset,16
awesom bluetooth headset would recommend,36
sidekick sweet,13
veri good devic,13
h work great,10
work well need,12
h good small,10
ok e bad facial hair,16
lot static move around,19
great product,12
awesom problem,13
buy bluetooth,12
satisfi custom,13
best bluetooth money,18
love,4
review promis,12
lack voic qualiti,15
design flaw limit rate,19
disappoint,10
great product,12
work well bargain,15
perfect handsfre solut cell phone,29
clone war,8
nice work motorola h bluetooth headset,33
easi use,7
excel product,12
great item,9
mark,4
small veri light veri statici samsung,32
disappoint,10
crackl crackl crackl,18
lovin,5
onli one con sound muffl,20
nd motorola bluetooth le year,25
nice except batteri life,21
care charg po damag,16
feel great work lousi,18
great,5
great product,12
high qualiti headset,18
problem encount,14
great product great price fast ship,30
step,4
feel strang first put work great,27
slick volum end littl low high nois area,33
motorola,8
much back ground nois,18
pretti alright,13
satisfactori much better headset,29
perfect fix,10
nice fit rang,11
work expect advertis,18
awesom,6
horribl,7
good razr good,12
work,4
work fine perform surgeri,22
perfect high nois area locat,24
succeed h non motorola compat,25
best bluetooth headset yet,23
bad great,8
motorola h motorola razr v c,23
h review,7
h good headset depend price,23
servic done excel,15
work fine samsung sync,19
satisfi,7
current absolut best,18
good,4
smartest design,14
good deal money,13
bluetooth,9
mayb lemon,9
doe well could expect,18
great headset,12
horribl,7
small effect,11
flip open boom mic make differ,25
thing surviv wash,15
work nokia,9
doe get better,12
great product,12
desir,5
disappoint,10
bluetooth h,10
love,4
far good,7
prime time,9
pick everyth,11
motorola h bluetooth headset,25
motorola h decent could great,25
disappoint,10
mix bag function perform,21
stll wait,8
never work charg,14
help,4
motorola h bluetooth,18
ok headset,9
great sound qualiti,17
bluetooth headset,16
motorola h,9
great product great price,22
love,4
veri plea,8
final bluetooth hear,18
awesom easi use,13
motorola h bluetooth headset review,31
motorola final got voic qualiti bluetooth headset right,48
far best one,10
defect miss indic light charger doe worl,34
like magic,9
fals advertis buy wireless emporium,31
bewar motorola cancel order,24
first time bluetooth love,22
great headset,12
tri lot end back motorola,21
dont wast money,13
work great blackberri pearl,24
excel high end headset great perform,31
great item,9
star best moto bt headset,21
defend excel product,18
easi connect univers moto charg winner,33
easi use great sound,17
small cute sound qualiti great,26
great headset,12
